District_Name,Crop_Name,Season,Cultivated_Area_Hectares,Yield_Quintals_per_Ha,Production_Metric_Tons
Jessore,Wheat,Kharif,16490.142459033697,30.69198608958731,5061.152229679753
Chittagong,Gram,Rabi,16943.06561430208,45.81823176835924,7763.013071826106
Dhaka,Wheat,Rabi,14297.539875829993,29.752628902482016,4253.893981440086
Mymensingh,Coriander,Rabi,19737.638446522174,42.026510778509355,8295.040749150847
Mymensingh,Citrus,Rabi,13591.576842195143,38.19593346538869,5191.429647542034
Rangpur,Wheat,Rabi,13609.746921562612,40.476299769816144,5508.721961885008
Sylhet,Cotton,Rabi,15725.886814698102,24.569754522436728,3863.811786847568
Sylhet,Gram,Rabi,9825.2465024609,32.558392734914605,3198.9423434446817
Sylhet,Guava,Kharif,11961.506638996729,46.59791993069445,5573.813286144397
Rajshahi,Garlic,Rabi,12275.927773436368,42.36129735790658,5200.24226754722
Cumilla,Mustard,Kharif,19396.94630676466,44.70252606335523,8670.924978276493
Bogra,Guava,Rabi,15202.584614063771,36.5428318255787,5555.454928658627
Dhaka,Fenugreek,Rabi,13366.851826424452,44.81839184994944,5990.808029569034
Jessore,Maize,Rabi,11547.019267733092,35.79943234551442,4133.767350675623
Rajshahi,Fennel,Kharif,13198.083930243583,28.218505095622184,3724.301986380279
Sylhet,Bajra,Kharif,13194.88016331181,50.42611943789738,6653.666030839041
Jessore,Coriander,Rabi,14959.5083257862,34.296805639539244,5130.633495125584
Barisal,Oilseeds,Kharif,17467.634736309567,30.276137502721703,5288.525111238265
Mymensingh,Maize,Kharif,15626.590785014268,37.04284337791913,5788.533549801177
Dhaka,Maize,Rabi,11015.441853304708,46.01450388713084,5068.700919773532
Cumilla,Cotton,Rabi,17215.39973998623,30.793381210797985,5301.2036688966855
Bogra,Opium,Kharif,14653.05515283528,29.40284776689259,4308.415499786967
Rajshahi,Pomegranate,Kharif,10564.434028897718,26.515066022755143,2801.166657692642
Chittagong,Maize,Kharif,13618.083687120636,48.29236311582901,6576.494423601774
Cumilla,Cumin,Kharif,16030.854868705384,28.046775038519435,4496.1378017773395
Chittagong,Chilli,Kharif,15972.251908184386,26.22251059392608,4188.32544871221
Dhaka,Gram,Rabi,12969.233999082124,43.17482643027152,5599.444268439468
Cumilla,Coriander,Rabi,18092.99856748785,37.843198459273616,6846.969355127961
Bogra,Tomato,Kharif,12482.347430332084,47.75325487001329,5960.727182167035
Dhaka,Fenugreek,Rabi,15993.790294210692,46.144220115001914,7380.209798092394
Mymensingh,Cotton,Kharif,13562.47728646413,27.27288024225128,3698.8781882198937
Cumilla,Oilseeds,Kharif,11680.995077981916,22.08091117079624,2579.270147034268
Rangpur,Chilli,Rabi,17437.577467182593,42.80398745871082,7463.978472155822
Jessore,Fennel,Kharif,14783.969635258998,50.66217314913776,7489.880294930864
Mymensingh,Coriander,Rabi,16084.908075142905,26.96168324867614,4336.761966060761
Chittagong,Garlic,Rabi,16084.186816525242,46.12170270813714,7418.30082653916
Rajshahi,Wheat,Rabi,14892.521882670146,55.77334518506045,8306.057636382284
Rangpur,Maize,Rabi,7140.764687730767,33.57147848478196,2397.2602807904423
Bogra,Mustard,Rabi,15261.141204714511,42.00305711815018,6410.145857097789
Jessore,Garlic,Rabi,15275.282329606507,22.602897116642307,3452.656349237601
Rajshahi,Garlic,Rabi,14340.984336487463,32.75583478817339,4697.509136257658
Bogra,Citrus,Rabi,19433.68213422455,45.72359128243136,8885.777390179717
Barisal,Opium,Kharif,12574.519191320436,33.21992189882513,4177.245454509426
Sylhet,Tomato,Kharif,17746.206353106223,28.946433330018777,5136.89379060945
Barisal,Mustard,Kharif,13410.719388698884,26.836015584563015,3598.902745153247
Mymensingh,Maize,Rabi,15291.23264804412,27.618796876361163,4223.254484955128
Dhaka,Maize,Rabi,12893.840718367945,46.07466529607336,5940.793954796851
Sylhet,Mustard,Rabi,13823.675540603526,27.28425513246576,3771.6869031825313
Rajshahi,Bajra,Rabi,15888.360831193728,44.208539829894185,7024.012326375586
Bogra,Cumin,Kharif,15015.340369927382,30.345953160176048,4556.548155499168
Rajshahi,Citrus,Rabi,10753.887773848755,26.20733734260759,2818.3076463379775
Cumilla,Guava,Kharif,13971.856450419691,32.44731869968946,4533.4927907307965
Dhaka,Fenugreek,Rabi,14516.142865001972,27.586670501198277,4004.5205016512978
Sylhet,Gram,Rabi,20000.0,30.30981477500791,6061.9629550015825
Mymensingh,Tomato,Rabi,15772.651172168293,35.28240779388867,5564.9711064719795
Rangpur,Tomato,Rabi,9243.686354102876,46.73789913397067,4320.3048044412135
Jessore,Tomato,Rabi,15180.69062982308,32.734341778550174,4969.299155110628
Mymensingh,Wheat,Rabi,14422.917105656632,49.61140168541649,7155.4113400419565
Barisal,Oilseeds,Kharif,14895.86469088427,32.80043774852141,4885.908825037476
Barisal,Pomegranate,Rabi,18428.46844354506,31.305250841725783,5769.07827254006
Dhaka,Pomegranate,Kharif,17373.09584112914,43.78307342015787,7606.475307475964
Rajshahi,Sugarcane,Kharif,19208.382932808297,36.468866083888464,7005.079448646346
Mymensingh,Fenugreek,Kharif,16760.57128140081,35.193748638324294,5898.673327123371
Rangpur,Bajra,Rabi,12028.391024607936,37.24379173709968,4479.82890252897
Mymensingh,Barley,Kharif,15298.954095262923,25.098489379472017,3839.806368769864
Bogra,Onion,Rabi,10348.009706801602,26.603146513211968,2752.8961835018267
Mymensingh,Mustard,Rabi,11813.088858821686,27.97814235544664,3305.082817496538
Jessore,Fenugreek,Rabi,12241.72729729859,40.5337888427336,4962.035893390289
Bogra,Maize,Rabi,12650.240122991288,39.18068659697009,4956.450936353381
Cumilla,Fenugreek,Kharif,17440.55165210901,42.414254204837576,7397.279912451515
Barisal,Fenugreek,Kharif,15682.379803812388,35.014997234879225,5491.184854668166
Cumilla,Pulses,Kharif,10177.550296316316,37.103246803215725,3776.201604963656
Jessore,Wheat,Kharif,15779.64838274527,43.697629849172266,6895.332341792926
Bogra,Gram,Rabi,11289.147867365757,33.364911309035946,3766.614173492507
Mymensingh,Cotton,Rabi,16565.824696850694,49.76685546146387,8244.29003288117
Jessore,Maize,Kharif,15751.47855103763,33.23763873269942,5235.419535852525
Rajshahi,Garlic,Kharif,12959.925835264528,41.22773944245385,5343.084455298122
Mymensingh,Wheat,Kharif,15879.217419896044,44.84401932077153,7120.8793277655
Jessore,Pulses,Kharif,20000.0,29.207033822911143,5841.406764582229
Jessore,Garlic,Rabi,11426.089508392057,33.89711733345565,3873.11496728532
Bogra,Bajra,Kharif,12075.954989318036,32.458265092283156,3919.6454828576425
Rangpur,Chilli,Kharif,18475.786737022212,28.711098577527817,5304.601343040256
Dhaka,Mustard,Kharif,17890.128387732966,47.621502234356925,8519.547889893576
Dhaka,Wheat,Kharif,17466.18047998347,52.67659685965853,9200.589478221264
Rangpur,Oilseeds,Kharif,14263.835651991389,35.86811640583873,5116.169175593796
Cumilla,Garlic,Rabi,12331.45671112343,25.529151646310343,3148.116283981815
Chittagong,Garlic,Rabi,14768.694871757689,47.42956478220766,7004.727701686893
Bogra,Garlic,Rabi,15830.072397990058,38.70140686849243,6126.460726323047
Dhaka,Sugarcane,Kharif,15039.005675633722,54.37512298301047,8177.477831547761
Dhaka,Guava,Rabi,14206.029500286131,53.49043206198926,7598.866558556706
Jessore,Guava,Kharif,16877.00204329502,45.1162022682128,7614.2623786633885
Chittagong,Maize,Rabi,11787.322505816664,51.78881306758995,6104.514418211351
Chittagong,Citrus,Rabi,14329.611644022449,31.589176826438617,4526.606360772189
Sylhet,Citrus,Rabi,16419.712873720633,31.439492533918592,5162.274403024268
Jessore,Pomegranate,Rabi,12459.618845794785,39.42611921192225,4912.344179494183
Barisal,Bajra,Kharif,13660.455143798936,36.63107522975797,5003.971600452331
Barisal,Maize,Rabi,15642.281232390613,36.33091029446909,5682.983162548407
Cumilla,Mango,Kharif,15519.542777553546,48.40474252703931,7512.19472284852
Rangpur,Guava,Kharif,12348.4276913966,42.633413210712504,5264.556202699159
Mymensingh,Mango,Rabi,15174.626155338,24.6965375605443,3747.607248125228
Rangpur,Oilseeds,Kharif,16073.36208104485,27.412026360496967,4406.034250674138
Bogra,Citrus,Kharif,18249.15372952583,47.76748734619414,8717.162198538768
Sylhet,Citrus,Rabi,10866.991896128726,31.382208427201263,3410.3020466101875
Bogra,Bajra,Kharif,16545.105801625978,27.451141163690178,4541.82034928624
Cumilla,Wheat,Rabi,16545.143058918144,47.24548435592912,7816.832975567265
Jessore,Fenugreek,Kharif,16712.6715320795,45.186884029181215,7551.935503378748
Jessore,Sugarcane,Kharif,17862.005290479607,44.386821239138705,7928.3763580106815
Sylhet,Pomegranate,Kharif,14054.192266078962,41.809690007919286,5876.014219564581
Barisal,Citrus,Kharif,12681.524356387285,40.93989838466956,5191.803185132075
Chittagong,Coriander,Kharif,13543.90935651269,35.43968220484045,4799.9184340597485
Dhaka,Sugarcane,Kharif,20000.0,24.605237111669584,4921.047422333917
Bogra,Coriander,Kharif,17058.78057112354,30.718180492383443,5240.147005637368
Rajshahi,Fenugreek,Rabi,13584.2044026317,41.893334486910035,5690.876187780057
Chittagong,Fenugreek,Rabi,15192.840057286388,28.635674889931007,4350.572285351738
Bogra,Mango,Rabi,12854.088872220094,48.55007784618938,6240.670153881223
Barisal,Fenugreek,Kharif,12808.90010484859,31.278726628198463,4006.4608478746177
Barisal,Pulses,Rabi,15136.71551971144,24.45105989637092,3701.087378067917
Rajshahi,Coriander,Rabi,20000.0,38.69194419581555,7738.388839163111
Bogra,Bajra,Kharif,8924.572240027179,38.05601190289823,3396.336273947494
Barisal,Pulses,Rabi,13014.640605694836,51.34991147351465,6683.00642962039
Jessore,Citrus,Rabi,12622.4377847019,29.05987440909497,3668.064567600521
Mymensingh,Tomato,Rabi,16514.961836941373,42.30597523987252,6986.815665610812
Jessore,Tomato,Rabi,11399.110778832672,43.52897484420537,4961.916063381177
Mymensingh,Garlic,Kharif,13575.16406651713,45.56594550889763,6185.651861292647
Rajshahi,Coriander,Kharif,20000.0,47.61759682900077,9523.519365800154
Mymensingh,Tomato,Rabi,11217.348136994864,47.59247350182276,5338.61343970649
Rajshahi,Tomato,Kharif,20000.0,48.316041353267046,9663.20827065341
Rangpur,Chilli,Kharif,10441.89010213796,38.69939337162329,4040.948126058966
Rangpur,Tomato,Rabi,18800.73344755987,39.80706312218198,7484.019830903338
Barisal,Cotton,Kharif,16331.458284438686,35.54846914130332,5805.583408568511
Mymensingh,Mustard,Rabi,12219.208585265753,28.599507438614506,3494.6334682829
Cumilla,Opium,Rabi,5276.197979792782,38.29039184314339,2020.276880882671
Jessore,Citrus,Kharif,14242.29554582052,29.12040623363383,4147.414319937672
Rajshahi,Citrus,Rabi,19897.233911794905,25.85600024588421,5144.628849157847
Cumilla,Pomegranate,Rabi,13679.86653990905,47.02517635202083,6432.981365113321
Bogra,Pomegranate,Kharif,19323.81986719835,21.536581803505115,4161.690273261146
Sylhet,Sugarcane,Kharif,18489.49125646488,46.38361487916462,8576.094417515485
Cumilla,Garlic,Rabi,12055.474046856149,38.92502696894872,4692.596523973369
Rangpur,Citrus,Kharif,15597.17908672041,24.18152533879961,3771.63581299325
Sylhet,Fenugreek,Kharif,15209.406254970056,41.443658120043125,6303.334330398245
Rajshahi,Pulses,Rabi,15340.552035753744,50.82981179978978,7797.573728822447
Bogra,Cumin,Rabi,19758.050448436057,23.74436913260462,4691.4244318829
Cumilla,Pulses,Kharif,20000.0,23.776128625339616,4755.225725067923
Rangpur,Pomegranate,Kharif,14544.64471489325,32.07360858932606,4664.99241656296
Sylhet,Mango,Kharif,15842.975603205095,29.966490939055696,4747.58384861126
Cumilla,Cotton,Rabi,14375.633248928174,34.945514294105415,5023.638971872366
Mymensingh,Barley,Kharif,13231.905729167363,33.2058084410315,4393.761269525187
Jessore,Fennel,Rabi,16071.04645789514,40.81701755294393,6559.721853660834
Barisal,Bajra,Rabi,17698.79962629975,41.77898059077667,7394.378060672228
Barisal,Pulses,Kharif,17438.58635651688,44.36431971294069,7736.510204622403
Bogra,Bajra,Kharif,12513.014967233785,40.10660414272631,5018.545379228548
Sylhet,Oilseeds,Rabi,17241.880815369786,47.1575754180117,8130.852948991698
Chittagong,Sugarcane,Rabi,14937.295218107556,39.93017568456818,5964.488223112949
Rangpur,Cumin,Kharif,18832.994687365273,32.850809018686384,6186.791117245719
Barisal,Mustard,Rabi,16641.292143510113,26.99054176697818,4491.574906558955
Rangpur,Fenugreek,Rabi,14346.95639031834,49.839812631279536,7150.496183226046
Bogra,Barley,Kharif,17476.24904696409,41.43588869924814,7241.439103903453
Sylhet,Mustard,Kharif,18916.436421462982,25.369477717624218,4799.0011229116035
Cumilla,Onion,Rabi,17045.85891388489,34.72614839257074,5919.370261223915
Sylhet,Fennel,Kharif,15972.499057465326,42.12723018855128,6728.771444802601
Cumilla,Oilseeds,Kharif,15290.987894978154,42.802112826351966,6544.865891072371
Mymensingh,Onion,Kharif,12545.337950299583,43.39880683124725,5444.526983377669
Bogra,Cotton,Kharif,11981.947855500894,40.67200641787164,4873.298600775357
Jessore,Cotton,Kharif,18474.332620500205,33.558386682753685,6199.68797784556
Rajshahi,Cumin,Kharif,16872.359451156466,35.509212534046156,5991.241977019373
Rajshahi,Mango,Rabi,14963.259681459256,33.85197161067964,5065.35841939986
Sylhet,Cotton,Kharif,15227.41367458118,29.825122871163316,4541.594838544162
Bogra,Opium,Kharif,17925.359200253253,38.32279931116366,6869.499432118265
Mymensingh,Bajra,Rabi,12523.508409622464,30.03651561171685,3761.625558590925
Cumilla,Onion,Rabi,16238.794362826871,39.88263850154879,6476.4596527361255
Rajshahi,Tomato,Rabi,12533.338813300708,27.992241571388192,3508.362477579692
Barisal,Pomegranate,Rabi,15734.89971332617,30.999720171744546,4877.774880435747
Bogra,Guava,Kharif,13586.885083145033,39.73803212999852,5399.16075980615
Sylhet,Citrus,Kharif,10655.746975508027,29.038702321759708,3094.2906443776897
Rajshahi,Cotton,Kharif,12844.667336242692,30.617320529206474,3932.692969247712
Jessore,Bajra,Kharif,15932.722696794011,32.11822365069129,5117.3075094007545
Mymensingh,Opium,Rabi,17572.978869606057,29.312091046227373,5151.007565793225
Rajshahi,Cotton,Kharif,14942.951376291934,44.5489656015228,6656.930268476572
Barisal,Sugarcane,Rabi,14944.46059202283,33.039951535852545,4937.642536898926
Rangpur,Wheat,Rabi,15968.155681014268,29.22240876649585,4666.279725576418
Dhaka,Garlic,Kharif,16558.039542723516,48.93967904705696,8103.451408693667
Chittagong,Fennel,Kharif,14673.719554629428,28.67199712558434,4207.248448919657
Dhaka,Cumin,Kharif,17070.43197513334,35.2610432841812,6019.212407548474
Rajshahi,Mango,Rabi,15672.27744543125,49.199316913602544,7710.653447956774
Rangpur,Onion,Rabi,15293.028295646494,42.03160807965431,6427.905716736772
Cumilla,Onion,Rabi,15073.530522776828,41.38891351472143,6238.7705116872385
Dhaka,Pulses,Rabi,19353.43082338513,49.621991296041294,9603.55775866554
Rangpur,Mustard,Rabi,20000.0,25.815686354108298,5163.137270821659
Cumilla,Coriander,Rabi,17616.961910162034,45.206236530317696,7963.965470563824
Cumilla,Tomato,Kharif,20000.0,29.81220753164984,5962.441506329968
Bogra,Citrus,Kharif,12480.834473457671,36.86517434530854,4601.081388389542
Dhaka,Coriander,Rabi,8628.312827070578,46.12986668814119,3980.229204563445
Barisal,Fennel,Rabi,12722.602015338907,32.09164043058726,4082.89169217721
Jessore,Oilseeds,Rabi,16025.26792733148,34.85102558327732,5584.970225143029
Jessore,Oilseeds,Rabi,17851.27151455815,33.18149197466991,5923.318224979648
Bogra,Onion,Kharif,12304.755985954926,27.085934739832062,3332.8581762513304
Rangpur,Opium,Kharif,11039.300378938076,50.37206768087202,5560.723858373448
Rajshahi,Mustard,Rabi,18538.32036216386,45.84114556484735,8498.178422497273
Bogra,Fenugreek,Rabi,9860.596412727367,40.45211484149317,3988.8197849326302
Mymensingh,Maize,Rabi,14656.380464242146,53.61594317241768,7858.156620841395
Chittagong,Mustard,Rabi,10216.7170236169,27.40100723413937,2799.4833707328153
Rangpur,Coriander,Kharif,15015.73109915455,36.14786692568661,5427.866495641326
Rajshahi,Opium,Kharif,13649.80358556227,45.14003965113265,6161.526750824535
Rangpur,Chilli,Kharif,11797.138711852218,35.43220317283964,4179.986156965196
Bogra,Barley,Kharif,15360.886895135696,45.594127104966375,7003.662295418292
Bogra,Cotton,Rabi,17134.84463426667,24.214791784125676,4149.1669507211045
Bogra,Cumin,Rabi,10397.657487793134,56.37632874881603,5861.817567494144
Rangpur,Cumin,Rabi,15996.942035938777,40.77856672403225,6523.323681930056
Chittagong,Onion,Kharif,19653.45592656757,48.45592224572401,9523.26332237522
Chittagong,Cumin,Kharif,18537.89155219148,41.14556344057715,7627.519929152337
Rajshahi,Mustard,Kharif,20000.0,39.61435414770847,7922.870829541694
Sylhet,Mango,Rabi,14253.10755456278,50.95562613287363,7262.760197819377
Sylhet,Citrus,Kharif,16936.12784875544,36.61318370330249,6200.855601491002
Cumilla,Garlic,Rabi,12105.229618259687,38.86586131164267,4704.801754888701
Sylhet,Cotton,Kharif,18175.273460548764,22.99150157530109,4178.7682839973495
Cumilla,Chilli,Rabi,11450.224462002676,32.99062366229162,3777.5004607469577
Mymensingh,Tomato,Kharif,14191.779496666326,28.246192078144556,4008.637295935107
Mymensingh,Guava,Kharif,19507.07115628808,40.936304313229265,7985.47401113626
Dhaka,Bajra,Kharif,19885.846636713875,33.38529026964125,6638.94762224262
Rangpur,Tomato,Kharif,9889.852681934535,27.879920488031892,2757.2830641068376
Bogra,Maize,Rabi,16152.196346817922,32.661616845860706,5275.56848298878
Dhaka,Garlic,Kharif,8797.67369988037,27.086662914003178,2382.996219360507
Jessore,Tomato,Rabi,11086.59149848544,43.95130708714339,4872.701874996468
Chittagong,Onion,Kharif,16099.794738290544,34.17640460894064,5502.3309909671125
Rangpur,Citrus,Kharif,13458.39924798992,44.2623610863306,5957.0052715853
Barisal,Tomato,Rabi,14811.962708180485,37.8934542194436,5612.7643078254305
Bogra,Chilli,Rabi,12042.821860993368,48.94956406354006,5894.908801904956
Rangpur,Citrus,Kharif,13409.227144882678,44.52217733656813,5970.079888907897
Mymensingh,Cotton,Rabi,14678.908920136326,28.75085156121111,4220.311314433772
Rangpur,Cumin,Kharif,13339.052083958451,41.04562879173469,5475.097802717737
Rajshahi,Garlic,Kharif,20000.0,33.746683162390966,6749.336632478193
Mymensingh,Garlic,Kharif,12900.823476022244,37.16215169967408,4794.223590666554
Sylhet,Bajra,Rabi,14663.01585092751,38.42664231088086,5634.504653023677
Barisal,Citrus,Rabi,16842.500100130277,35.4507300085486,5970.789237186712
Rajshahi,Opium,Kharif,13408.496557168415,32.65664524063874,4378.765152777749
Chittagong,Onion,Rabi,14174.844908545068,21.67483143228788,3072.3737397153845
Bogra,Mango,Rabi,10454.426813404343,53.25921583782536,5567.945741158507
Rajshahi,Gram,Kharif,19934.90314050385,24.75154458648677,4934.196439094761
Chittagong,Citrus,Rabi,16729.6708891673,27.70705735202675,4635.299508066908
Rangpur,Mango,Kharif,20000.0,45.86370562496422,9172.741124992845
Sylhet,Fenugreek,Kharif,14616.2472255577,44.185341297243376,6458.2387214615355
Rajshahi,Garlic,Rabi,10180.66103922728,41.2592219973819,4200.461538975751
Barisal,Fennel,Kharif,12730.94776414709,42.83353200247779,5453.114584774676
Jessore,Citrus,Rabi,13060.28134727242,39.24943150715355,5126.08618203924
Jessore,Tomato,Rabi,20000.0,46.08377600342365,9216.75520068473
Dhaka,Barley,Kharif,14976.082076050148,51.549066613736386,7720.030525510926
Rangpur,Guava,Kharif,15232.104922942855,32.686599877812654,4978.857189130935
Barisal,Chilli,Kharif,19569.37223180897,41.2579374485338,8073.919354470488
Chittagong,Oilseeds,Rabi,11888.261537020631,26.46078524260318,3145.727354390025
